run_type,task,cell_line,holdout_number,DenseRectangularMetaLayer_0_dropout_rate,DenseRectangularMetaLayer_0_layers,DenseRectangularMetaLayer_0_units,DenseRectangularMetaLayer_1_dropout_rate,DenseRectangularMetaLayer_1_layers,DenseRectangularMetaLayer_1_units,DenseRectangularMetaLayer_2_dropout_rate,DenseRectangularMetaLayer_2_layers,DenseRectangularMetaLayer_2_units,DenseRectangularMetaLayer_3_dropout_rate,DenseRectangularMetaLayer_3_layers,DenseRectangularMetaLayer_3_units,loss,accuracy,recall,precision,AUROC,AUPRC,f1_score,balanced_accuracy,specificity,miss_rate,fall_out,mcc
subtrain,inactive_enhancers_vs_inactive_promoters,MCF-7,11,0.44691903052625964,0,199,0.15641965311731404,0,85,0.12727712893202242,3,113,0.4089150098318757,2,85,0.4861144998243877,0.773682713508606,0.7357543706893921,0.866226315498352,0.8708317279815674,0.9171810746192932,0.7956772446632385,0.7830381989479065,0.8303220272064209,0.2642456293106079,0.1696779876947403,0.5549699068069458
valid,inactive_enhancers_vs_inactive_promoters,MCF-7,11,0.44691903052625964,0,199,0.15641965311731404,0,85,0.12727712893202242,3,113,0.4089150098318757,2,85,0.4917610392465696,0.7677773833274841,0.7329366207122803,0.8586426973342896,0.8658388257026672,0.9145241379737854,0.7908254265785217,0.776371955871582,0.8198072910308838,0.2670633792877197,0.1801927238702774,0.54195237159729
train,inactive_enhancers_vs_inactive_promoters,MCF-7,12,0.2112033222251924,3,85,0.4400904612402385,0,0,0.21915917550729017,2,113,0.19305405744928533,2,28,0.47311863263884746,0.7872393131256104,0.829115092754364,0.8180994987487793,0.8752878308296204,0.919381856918335,0.8235704898834229,0.7769100666046143,0.7247050404548645,0.1708848923444748,0.2752949595451355,0.5557445287704468
test,inactive_enhancers_vs_inactive_promoters,MCF-7,12,0.2112033222251924,3,85,0.4400904612402385,0,0,0.21915917550729017,2,113,0.19305405744928533,2,28,0.5188230142781609,0.7521470189094543,0.8002867698669434,0.7889291048049927,0.8409879207611084,0.9003652334213257,0.794567346572876,0.7402718663215637,0.6802569627761841,0.19971321523189545,0.3197430372238159,0.4823346436023712
subtrain,inactive_enhancers_vs_inactive_promoters,MCF-7,12,0.2112033222251924,3,85,0.4400904612402385,0,0,0.21915917550729017,2,113,0.19305405744928533,2,28,0.4731896754640799,0.7865976691246033,0.8289985656738281,0.8173078894615173,0.8749785423278809,0.9193755388259888,0.8231117129325867,0.7761390209197998,0.7232795357704163,0.17100144922733307,0.27672046422958374,0.5543223023414612
valid,inactive_enhancers_vs_inactive_promoters,MCF-7,12,0.2112033222251924,3,85,0.4400904612402385,0,0,0.21915917550729017,2,113,0.19305405744928533,2,28,0.4732195938026512,0.7896341681480408,0.8320189118385315,0.8195042610168457,0.8760960102081299,0.9191120862960815,0.8257141709327698,0.7791786193847656,0.7263383269309998,0.1679810732603073,0.27366167306900024,0.5605709552764893
train,inactive_enhancers_vs_inactive_promoters,MCF-7,13,0.3486316216800759,0,113,0.18054605646138205,3,85,0.18691990624320048,3,0,0.4584604371508414,1,85,0.48429715404143703,0.7738242745399475,0.7638126015663147,0.8437510132789612,0.8634503483772278,0.9127435088157654,0.8017942905426025,0.7762937545776367,0.7887749075889587,0.2361873835325241,0.21122507750988007,0.543601393699646
test,inactive_enhancers_vs_inactive_promoters,MCF-7,13,0.3486316216800759,0,113,0.18054605646138205,3,85,0.18691990624320048,3,0,0.4584604371508414,1,85,0.5176822153622644,0.747612476348877,0.7396042346954346,0.8212329745292664,0.8353425860404968,0.8957186341285706,0.7782840728759766,0.7495880126953125,0.7595717310905457,0.26039576530456543,0.24042826890945435,0.4908328652381897
subtrain,inactive_enhancers_vs_inactive_promoters,MCF-7,13,0.3486316216800759,0,113,0.18054605646138205,3,85,0.18691990624320048,3,0,0.4584604371508414,1,85,0.4848942899933228,0.7737364172935486,0.76287442445755,0.8443271517753601,0.8631645441055298,0.9124274253845215,0.8015367984771729,0.7764157056808472,0.7899569272994995,0.23712560534477234,0.21004310250282288,0.543746829032898
valid,inactive_enhancers_vs_inactive_promoters,MCF-7,13,0.3486316216800759,0,113,0.18054605646138205,3,85,0.18691990624320048,3,0,0.4584604371508414,1,85,0.48177740370834266,0.7747766971588135,0.7641239166259766,0.8450011610984802,0.8646591305732727,0.9140589833259583,0.80253005027771,0.7774045467376709,0.79068523645401,0.23587611317634583,0.20931477844715118,0.5457324981689453
